CoreID,Sample,Section,Al-KaChi2,Al-KaArea,Al-KaAreaStd,Si-KaChi2,Si-KaArea,Si-KaAreaStd,P-KaChi2,P-KaArea,P-KaAreaStd,S-KaChi2,S-KaArea,S-KaAreaStd,Cl-KaChi2,Cl-KaArea,Cl-KaAreaStd,Ar-KaChi2,Ar-KaArea,Ar-KaAreaStd,K-KaChi2,K-KaArea,K-KaAreaStd,Ca-KaChi2,Ca-KaArea,Ca-KaAreaStd,Ti-KaChi2,Ti-KaArea,Ti-KaAreaStd,V-KaChi2,V-KaArea,V-KaAreaStd,Cr-KaChi2,Cr-KaArea,Cr-KaAreaStd,Mn-KaChi2,Mn-KaArea,Mn-KaAreaStd,Fe-KaChi2,Fe-KaArea,Fe-KaAreaStd,Rh-La-IncChi2,Rh-La-IncArea,Rh-La-IncAreaStd,Rh-La-CohChi2,Rh-La-CohArea,Rh-La-CohAreaStd,Ni-KaChi2,Ni-KaArea,Ni-KaAreaStd,Cu-KaChi2,Cu-KaArea,Cu-KaAreaStd,Zn-KaChi2,Zn-KaArea,Zn-KaAreaStd,Ga-KaChi2,Ga-KaArea,Ga-KaAreaStd,As-KbChi2,As-KbArea,As-KbAreaStd,Se-KaChi2,Se-KaArea,Se-KaAreaStd,Br-KaChi2,Br-KaArea,Br-KaAreaStd,Rb-KaChi2,Rb-KaArea,Rb-KaAreaStd,Sr-KaChi2,Sr-KaArea,Sr-KaAreaStd,Y-KaChi2,Y-KaArea,Y-KaAreaStd,Zr-KaChi2,Zr-KaArea,Zr-KaAreaStd,Nb-KaChi2,Nb-KaArea,Nb-KaAreaStd,Mo-KaChi2,Mo-KaArea,Mo-KaAreaStd,Rh-Ka-CohChi2,Rh-Ka-CohArea,Rh-Ka-CohAreaStd,Rh-Ka-IncChi2,Rh-Ka-IncArea,Rh-Ka-IncAreaStd,Au-LaChi2,Au-LaArea,Au-LaAreaStd,Pb-LaChi2,Pb-LaArea,Pb-LaAreaStd
LLANADA1a,1830,2,1.1,606,74,4,24620,179,2.8,-469,89,0.5,2367,182,1,54946,4007,4.3,-7448,476,2.7,9653,189,2.6,206357,666,0.7,3794,143,0.3,283,137,0.8,-158,171,0.8,961,150,3.4,44454,338,1.1,94286,6088,1.2,-13886,6088,1.5,562,39,0.6,128,28,0.9,489,34,0.6,169,29,0.7,398,78,0.9,46,25,1,2438,59,0.7,4020,84,0.8,19534,156,0.7,1729,101,0.9,22347,201,0.4,687,156,0.3,576,197,1.1,37023,366,1,64963,525,0.6,187,23,0.7,311,26
LLANADA1a,1840,2,1.1,1182,84,5.4,25806,185,2.3,-490,97,1.3,6784,155,1.9,54477,401,2.6,-8551,181,1.9,15565,206,4.7,238764,519,0.6,7219,158,1,315,143,0.5,86,148,0.8,1638,159,3,71206,319,2.3,103384,270,2.5,-20258,377,1.1,598,41,0.6,151,29,1.4,687,38,0.8,251,30,0.7,497,101,0.5,37,28,1.7,2735,63,0.8,4484,90,0.5,21970,167,0.5,2146,110,1.1,53923,280,0.3,870,163,0.4,680,209,1.5,38772,392,0.9,67158,620,1,211,28,0.6,310,50
LLANADA1a,1850,2,1.2,2107,93,4.6,30392,200,2.5,-494,97,1.6,11222,199,0.9,63548,3302,3.1,-10029,537,3.5,22314,229,3.3,236737,700,1.1,8397,169,1.2,329,153,0.5,308,182,0.4,2038,169,2.3,107071,439,1,76980,6338,1.1,6128,5136,2,702,45,1.4,365,34,0.8,868,43,0.6,198,33,0.6,1243,118,0.6,79,31,1,6244,88,0.9,5546,101,1.2,22814,173,0.6,1893,114,1.4,13280,192,0.9,902,176,0.7,1023,223,1,40906,431,1.1,89585,701,0.7,153,30,0.6,451,55
LLANADA1a,1860,2,1.1,244,74,3.7,8698,127,1.3,-274,90,0.5,5172,202,1,103068,4170,3,-8142,575,1,5848,175,1.6,58949,399,0.4,2769,161,0.5,255,162,0.8,-573,281,0.7,1276,178,1.8,64891,355,1.3,128208,7213,1.2,-35488,7049,1.6,882,46,0.7,384,35,1.1,719,41,0.6,143,31,1.3,1650,122,0.5,14,34,1.3,11960,118,0.9,3868,98,2,18155,162,0.3,1815,122,1.4,12574,199,0.6,1036,197,0.4,506,250,2.3,44898,461,1.3,112286,777,0.8,197,32,1.4,282,56
LLANADA1a,1870,2,2.3,2784,100,6,41064,227,4.8,-510,103,2,7215,197,1.5,46755,3774,4.9,-10612,527,3.9,28864,250,4.5,317008,793,0.2,10842,176,0.8,559,153,0.6,104,171,1.1,2522,171,2.1,106119,418,1.6,90070,6358,1.9,348,5990,3.2,683,45,1,377,34,1,1138,45,0.4,280,34,0.8,657,112,0.6,51,30,0.6,4233,74,1.3,6880,106,1,26038,181,0.6,2354,115,1.1,14960,196,0.4,1141,173,0.6,722,215,1.3,43499,424,0.8,80345,668,0.6,178,30,0.8,503,55
LLANADA1a,1880,2,2.2,3186,100,7.5,45986,237,2.5,-347,101,0.8,4141,183,1.6,35186,3617,3.4,-10164,523,2.5,30603,254,6.2,345483,823,0.6,11030,173,0.3,492,150,0.6,140,164,0.7,2276,166,3,97114,391,1.9,86277,6088,2,-2398,5683,1.6,695,43,0.7,315,32,0.8,1063,44,0.2,288,32,0.5,481,112,0.4,63,30,1.1,3460,69,0.7,6786,104,1.3,27746,185,0.5,2355,112,1.4,14543,192,0.7,1378,167,0.6,652,209,1.1,40347,412,1.1,75463,652,0.6,159,29,0.4,428,54
LLANADA1a,1890,2,0.7,3877,106,7.8,56172,258,2.6,-324,101,1.2,5578,189,1,20971,3738,3.4,-8827,514,4,32626,257,5.5,402422,876,1.1,11668,172,0.8,561,146,1.2,499,158,0.3,2221,161,2.9,96801,380,0.9,91326,5861,0.9,-10151,5682,1.5,674,42,0.5,234,30,1.7,961,42,0.7,305,32,0.6,723,104,0.6,48,29,0.8,2580,62,1.3,5958,99,1.5,29606,189,1,2337,110,1.4,24677,220,0.5,1242,163,0.5,550,204,1.6,40310,403,1.2,68308,627,0.6,155,28,0.5,381,52
LLANADA1a,1900,2,0.8,4032,107,6.6,61698,270,2.9,-512,106,2.3,6698,184,1.3,22367,3256,2.7,-8907,526,3.5,30049,253,5.2,442347,918,1,12558,174,0.5,466,146,1.7,609,156,1,2006,161,4,89687,366,1.7,75746,5859,1.7,3275,5170,1.5,523,42,1.1,134,31,1.6,835,42,0.8,182,31,1.1,260,100,1.1,50,27,0.7,2767,62,1,5399,96,0.7,31631,195,0.4,2429,109,1.2,21621,212,0.5,675,163,0.9,382,205,1.1,41107,405,1.1,71127,635,0.7,188,28,1,501,52
LLANADA1a,1910,2,1.3,3532,104,8.4,58525,264,1.5,-618,106,2.5,7031,186,1.3,24194,3187,4.6,-9689,537,4.6,26482,245,5.4,429961,908,0.8,11839,172,0.7,880,147,1.4,292,159,0.4,1924,162,5,83654,362,1.8,86594,6038,1.8,994,5082,1.7,619,43,0.8,213,32,1.1,730,40,0.7,228,31,0.6,738,107,0.7,13,27,1.9,2789,64,1.2,4986,94,0.5,30007,191,0.5,2256,110,1.9,23665,217,0.5,1027,164,0.4,727,208,1.5,42475,410,1,71713,639,0.9,199,28,0.5,269,52
LLANADA1a,1920,2,1.1,3112,102,8,52518,249,2.1,-570,104,2.5,6509,154,1.4,31691,368,3.8,-8981,186,2.8,25109,238,5.2,399308,660,1.1,10889,168,0.7,608,145,0.9,419,149,0.5,1790,160,4.5,81097,336,1.5,86009,262,1.6,-1878,362,1.9,551,41,0.5,299,31,1.3,824,40,0.6,195,30,0.8,732,107,0.4,58,29,1,2849,64,1.3,5259,95,0.6,30018,191,0.4,1855,109,2.4,20301,208,0.6,885,166,0.6,553,208,1.3,42352,412,0.9,72347,647,0.8,127,28,0.8,345,51
