CoreID,Sample,Red,Green,Blue,l,a,b
ERMSTANCADA_a,1107.593,145,114,84,74.011,4.288,16.897
ERMSTANCADA_a,1107.663,144,114,85,73.969,4.162,16.286
ERMSTANCADA_a,1107.733,143,112,82,73.504,4.336,17.126
ERMSTANCADA_a,1107.803,145,113,83,73.803,4.641,17.088
ERMSTANCADA_a,1107.873,144,112,82,73.549,4.667,17.204
ERMSTANCADA_a,1107.943,144,112,82,73.549,4.667,17.204
ERMSTANCADA_a,1108.013,145,114,84,74.011,4.288,16.897
ERMSTANCADA_a,1108.083,142,112,83,73.462,4.208,16.506
ERMSTANCADA_a,1108.154,141,110,82,72.998,4.796,16.264
ERMSTANCADA_a,1108.224,143,112,83,73.507,4.539,16.583
ERMSTANCADA_a,1108.294,145,113,84,73.806,4.843,16.549
ERMSTANCADA_a,1108.364,143,112,83,73.507,4.539,16.583
ERMSTANCADA_a,1108.434,142,112,82,73.459,4.004,17.049
ERMSTANCADA_a,1108.504,140,111,83,73.164,4.103,15.997
ERMSTANCADA_a,1108.574,139,111,84,73.122,3.974,15.381
ERMSTANCADA_a,1108.644,139,110,83,72.909,4.333,15.564
ERMSTANCADA_a,1108.714,141,111,84,73.212,4.641,15.537
ERMSTANCADA_a,1108.784,141,111,83,73.209,4.437,16.075
ERMSTANCADA_a,1108.854,144,112,83,73.552,4.869,16.661
ERMSTANCADA_a,1108.924,146,114,84,74.055,4.615,16.974
ERMSTANCADA_a,1108.994,142,112,83,73.462,4.208,16.506
ERMSTANCADA_a,1109.064,140,110,83,72.955,4.668,15.642
ERMSTANCADA_a,1109.134,141,110,82,72.998,4.796,16.264
ERMSTANCADA_a,1109.204,142,111,83,73.254,4.769,16.153
ERMSTANCADA_a,1109.274,141,110,81,72.995,4.591,16.811
ERMSTANCADA_a,1109.344,139,109,81,72.694,4.488,16.298
ERMSTANCADA_a,1109.414,139,109,82,72.696,4.695,15.75
ERMSTANCADA_a,1109.484,138,108,82,72.439,4.929,15.312
ERMSTANCADA_a,1109.554,138,108,81,72.436,4.722,15.86
ERMSTANCADA_a,1109.625,142,111,82,73.252,4.565,16.696
ERMSTANCADA_a,1109.695,141,110,82,72.998,4.796,16.264
ERMSTANCADA_a,1109.765,139,109,81,72.694,4.488,16.298
ERMSTANCADA_a,1109.835,140,110,82,72.952,4.462,16.186
ERMSTANCADA_a,1109.905,141,112,84,73.42,4.08,15.89
ERMSTANCADA_a,1109.975,139,110,82,72.907,4.126,16.107
ERMSTANCADA_a,1110.045,140,110,82,72.952,4.462,16.186
ERMSTANCADA_a,1110.115,140,111,83,73.164,4.103,15.997
ERMSTANCADA_a,1110.185,140,110,82,72.952,4.462,16.186
ERMSTANCADA_a,1110.255,142,112,84,73.465,4.412,15.967
ERMSTANCADA_a,1110.325,142,113,84,73.672,3.854,16.318
ERMSTANCADA_a,1110.395,142,112,83,73.462,4.208,16.506
ERMSTANCADA_a,1110.465,141,110,81,72.995,4.591,16.811
ERMSTANCADA_a,1110.535,143,112,83,73.507,4.539,16.583
ERMSTANCADA_a,1110.605,140,110,82,72.952,4.462,16.186
ERMSTANCADA_a,1110.675,138,109,81,72.648,4.15,16.219
ERMSTANCADA_a,1110.745,138,110,83,72.864,3.997,15.486
ERMSTANCADA_a,1110.815,137,109,83,72.608,4.227,15.049
ERMSTANCADA_a,1110.885,132,104,79,71.292,4.568,15.028
ERMSTANCADA_a,1110.955,134,105,79,71.603,4.673,15.558
ERMSTANCADA_a,1111.025,138,110,82,72.861,3.79,16.029
ERMSTANCADA_a,1111.096,139,110,82,72.907,4.126,16.107
ERMSTANCADA_a,1111.166,144,113,83,73.758,4.312,17.011
ERMSTANCADA_a,1111.236,145,114,84,74.011,4.288,16.897
ERMSTANCADA_a,1111.306,145,114,84,74.011,4.288,16.897
ERMSTANCADA_a,1111.376,144,113,84,73.761,4.514,16.472
ERMSTANCADA_a,1111.446,145,114,86,74.016,4.69,15.832
ERMSTANCADA_a,1111.516,143,114,87,73.93,4.237,15.153
